cntry,pplfair,pplhlp,ppltrst,lw_pnd,lrscale,polintr,stfdem,stfeco,stfgov,trstep,trstlgl,trstplc,trstplt,trstprl,trstprt,trtsci_pnd,imbgeco,imwbcnt,happy,rlgdgr,cntgrp_fc,contadornegativo,ContadorNeutro,ContadorPositivo
Eslovaquia,2.0,1.0,1.0,2.0,9.0,2.0,4.0,2.0,3.0,10.0,4.0,4.0,7.0,4.0,7.0,4.0,1.0,0.0,10.0,7.0,2,0,0.25,4.5
Eslovaquia,9.0,9.0,7.0,1.0,5.0,3.0,5.0,4.0,5.0,3.0,5.0,7.0,3.0,5.0,0.0,1.0,5.0,3.0,7.0,5.0,2,0,10.75,2.0
Eslovaquia,5.0,5.0,5.0,2.0,3.0,2.0,5.0,5.0,5.0,6.0,5.0,9.0,5.0,5.0,5.0,8.0,5.0,7.0,6.0,7.0,2,0,16.75,0.0
Eslovaquia,7.0,7.0,7.0,2.0,5.0,1.0,7.0,6.0,7.0,8.0,8.0,9.0,8.0,7.0,8.0,3.0,5.0,5.0,9.0,9.0,2,0,4.5,0.25
Hungría,7.0,7.0,7.0,1.0,9.0,2.0,8.0,8.0,8.0,7.0,9.0,7.0,7.0,7.0,8.0,8.0,5.0,5.0,8.0,4.0,2,0,3.25,0.5
Hungría,9.0,6.0,9.0,2.0,5.0,4.0,4.0,6.0,5.0,6.0,5.0,5.0,4.0,5.0,5.0,6.0,5.0,4.0,9.0,3.0,2,1,10.5,0.25
Hungría,5.0,7.0,6.0,3.0,6.0,4.0,10.0,9.0,9.0,6.0,7.0,8.0,7.0,7.0,6.0,5.0,2.0,4.0,8.0,6.0,2,0,3.5,1.75
Hungría,4.0,2.0,2.0,2.0,5.0,4.0,8.0,3.0,2.0,5.0,7.0,9.0,6.0,5.0,5.0,10.0,1.0,3.0,9.0,3.0,2,0,6.0,1.75
Hungría,3.0,2.0,3.0,1.0,6.0,4.0,6.0,1.0,4.0,2.0,5.0,5.0,2.0,7.0,2.0,2.0,7.0,7.0,7.0,0.0,2,0,3.0,2.25
Hungría,3.0,3.0,3.0,3.0,5.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,7.0,8.0,2,1,2.25,3.0
Hungría,1.0,3.0,1.0,2.0,7.0,2.0,8.0,7.0,8.0,5.0,5.0,5.0,3.0,3.0,3.0,6.0,5.0,5.0,7.0,0.0,2,0,7.75,1.5
Hungría,7.0,4.0,6.0,2.0,5.0,2.0,7.0,6.0,6.0,5.0,7.0,8.0,5.0,7.0,7.0,4.0,6.0,7.0,7.0,2.0,2,0,4.75,0.0
Hungría,7.0,6.0,5.0,1.0,6.0,2.0,7.0,7.0,7.0,4.0,8.0,8.0,6.0,6.0,6.0,8.0,3.0,4.0,8.0,2.0,2,0,1.75,0.5
Hungría,5.0,7.0,5.0,2.0,6.0,3.0,6.0,6.0,5.0,3.0,6.0,5.0,4.0,3.0,2.0,6.0,6.0,6.0,5.0,6.0,2,0,7.75,0.0
Hungría,5.0,3.0,5.0,1.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,6.0,4.0,3.0,3.0,8.0,5.0,5.0,6.0,6.0,2,0,9.25,0.5
Hungría,4.0,5.0,4.0,1.0,9.0,4.0,7.0,6.0,7.0,7.0,6.0,7.0,5.0,6.0,6.0,7.0,6.0,5.0,7.0,7.0,2,0,4.5,0.75
Hungría,5.0,7.0,6.0,2.0,5.0,2.0,5.0,5.0,7.0,7.0,7.0,6.0,7.0,4.0,5.0,6.0,6.0,6.0,5.0,7.0,2,0,9.25,0.0
Hungría,5.0,5.0,5.0,1.0,7.0,2.0,7.0,6.0,7.0,8.0,7.0,7.0,5.0,5.0,5.0,5.0,3.0,3.0,7.0,7.0,2,0,10.75,0.5
Hungría,6.0,6.0,6.0,1.0,7.0,3.0,7.0,6.0,7.0,6.0,6.0,6.0,7.0,5.0,6.0,6.0,6.0,6.0,7.0,9.0,2,1,1.75,0.5
Hungría,10.0,5.0,5.0,1.0,5.0,4.0,5.0,4.0,7.0,6.0,5.0,7.0,6.0,2.0,3.0,6.0,7.0,6.0,5.0,7.0,2,0,9.0,2.25
Hungría,2.0,2.0,2.0,1.0,8.0,3.0,7.0,8.0,8.0,7.0,6.0,5.0,6.0,7.0,5.0,5.0,2.0,2.0,9.0,1.0,2,0,4.75,0.5
Hungría,5.0,3.0,5.0,2.0,5.0,3.0,7.0,5.0,7.0,4.0,5.0,6.0,3.0,4.0,3.0,7.0,3.0,3.0,7.0,6.0,2,0,7.75,0.0
Hungría,7.0,4.0,5.0,1.0,3.0,2.0,2.0,2.0,1.0,7.0,2.0,3.0,2.0,3.0,2.0,5.0,7.0,6.0,8.0,3.0,2,0,3.25,0.5
Hungría,3.0,3.0,2.0,1.0,7.0,2.0,8.0,7.0,7.0,6.0,5.0,7.0,5.0,5.0,6.0,6.0,6.0,6.0,8.0,8.0,2,0,4.75,0.5
Hungría,7.0,5.0,7.0,2.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,6.0,2.0,4.0,2.0,7.0,1.0,5.0,9.0,4.0,2,2,9.0,0.25
Hungría,10.0,8.0,3.0,1.0,5.0,3.0,7.0,5.0,3.0,3.0,6.0,8.0,4.0,3.0,2.0,10.0,3.0,4.0,7.0,2.0,2,1,3.25,3.5
Hungría,5.0,4.0,3.0,1.0,5.0,4.0,6.0,8.0,7.0,6.0,4.0,5.0,4.0,3.0,6.0,5.0,7.0,5.0,8.0,8.0,2,1,7.5,0.75
Hungría,5.0,4.0,5.0,1.0,5.0,3.0,7.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,5.0,5.0,7.0,0.0,2,2,10.75,2.0
Hungría,6.0,6.0,6.0,1.0,8.0,1.0,10.0,7.0,10.0,3.0,9.0,8.0,7.0,8.0,7.0,8.0,2.0,2.0,9.0,10.0,2,0,0.0,5.25
Hungría,4.0,5.0,4.0,1.0,5.0,4.0,7.0,5.0,6.0,2.0,5.0,6.0,6.0,4.0,5.0,6.0,4.0,2.0,6.0,1.0,2,1,7.5,0.75
Hungría,4.0,2.0,2.0,1.0,5.0,3.0,6.0,5.0,2.0,1.0,3.0,5.0,1.0,2.0,1.0,5.0,1.0,1.0,10.0,2.0,2,0,6.25,2.0
Hungría,3.0,3.0,6.0,1.0,6.0,3.0,6.0,5.0,5.0,6.0,6.0,7.0,5.0,4.0,4.0,6.0,4.0,1.0,7.0,6.0,2,0,4.75,0.5
Hungría,7.0,9.0,8.0,2.0,10.0,3.0,5.0,4.0,4.0,5.0,6.0,5.0,5.0,7.0,6.0,8.0,9.0,6.0,9.0,9.0,2,0,6.25,1.5
Hungría,3.0,3.0,3.0,2.0,5.0,4.0,5.0,6.0,6.0,5.0,3.0,3.0,3.0,2.0,0.0,6.0,2.0,3.0,7.0,2.0,2,3,4.5,1.75
Hungría,7.0,7.0,7.0,1.0,8.0,2.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,8.0,2.0,2,0,3.25,0.5
Hungría,5.0,4.0,7.0,1.0,4.0,2.0,2.0,4.0,3.0,7.0,5.0,6.0,3.0,4.0,2.0,9.0,6.0,6.0,8.0,3.0,2,0,3.25,0.5
Hungría,5.0,6.0,5.0,2.0,2.0,3.0,2.0,3.0,1.0,8.0,5.0,7.0,5.0,3.0,4.0,6.0,5.0,6.0,8.0,2.0,2,0,7.75,0.0
Hungría,4.0,2.0,2.0,3.0,4.0,3.0,6.0,4.0,5.0,1.0,5.0,7.0,0.0,6.0,0.0,8.0,2.0,2.0,5.0,6.0,2,4,5.25,3.0
Hungría,7.0,6.0,6.0,2.0,6.0,3.0,9.0,7.0,7.0,4.0,8.0,8.0,7.0,6.0,5.0,8.0,4.0,4.0,9.0,3.0,2,0,1.75,0.0
Hungría,6.0,5.0,5.0,1.0,7.0,3.0,6.0,7.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,2,0,9.25,0.5
Hungría,5.0,5.0,5.0,2.0,6.0,3.0,5.0,5.0,5.0,7.0,6.0,8.0,4.0,4.0,5.0,7.0,5.0,3.0,8.0,5.0,2,4,13.75,0.0
Hungría,7.0,8.0,7.0,2.0,5.0,2.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,8.0,8.0,5.0,2.0,5.0,6.0,2.0,2,0,4.75,0.0
Hungría,8.0,6.0,6.0,2.0,6.0,2.0,6.0,6.0,7.0,6.0,9.0,7.0,6.0,4.0,8.0,6.0,3.0,4.0,6.0,6.0,2,0,0.25,0.0
Hungría,3.0,2.0,4.0,1.0,5.0,3.0,0.0,4.0,2.0,4.0,2.0,2.0,0.0,0.0,2.0,4.0,5.0,5.0,6.0,3.0,2,0,4.75,5.0
Hungría,8.0,4.0,8.0,1.0,9.0,4.0,9.0,8.0,9.0,8.0,6.0,7.0,8.0,6.0,8.0,7.0,0.0,2.0,9.0,2.0,2,0,0.0,2.25
Hungría,2.0,6.0,8.0,1.0,9.0,4.0,3.0,3.0,3.0,8.0,3.0,8.0,3.0,3.0,3.0,4.0,5.0,5.0,8.0,5.0,2,0,4.5,0.75
Hungría,8.0,7.0,7.0,1.0,8.0,3.0,4.0,4.0,1.0,5.0,7.0,8.0,0.0,5.0,1.0,7.0,5.0,1.0,0.0,10.0,2,2,4.75,5.0
Hungría,9.0,7.0,8.0,1.0,5.0,3.0,6.0,7.0,5.0,8.0,7.0,7.0,6.0,6.0,7.0,7.0,8.0,8.0,10.0,8.0,2,0,3.25,2.0
Hungría,7.0,4.0,8.0,2.0,10.0,1.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,6.0,9.0,10.0,2,0,1.5,16.75
Hungría,4.0,3.0,3.0,2.0,5.0,4.0,8.0,1.0,7.0,3.0,5.0,3.0,5.0,5.0,3.0,8.0,2.0,5.0,6.0,3.0,2,0,7.5,0.25
Hungría,3.0,2.0,3.0,1.0,8.0,4.0,9.0,6.0,9.0,4.0,6.0,7.0,4.0,6.0,4.0,8.0,4.0,5.0,8.0,6.0,2,0,1.5,0.75
Hungría,10.0,0.0,0.0,1.0,10.0,1.0,8.0,7.0,7.0,4.0,7.0,8.0,5.0,8.0,5.0,5.0,0.0,0.0,5.0,10.0,2,0,6.0,11.25
Hungría,8.0,8.0,9.0,1.0,8.0,2.0,8.0,6.0,10.0,9.0,8.0,10.0,9.0,6.0,9.0,7.0,0.0,2.0,6.0,0.0,2,0,0.25,6.5
Hungría,6.0,4.0,3.0,1.0,8.0,3.0,9.0,9.0,9.0,5.0,4.0,4.0,4.0,3.0,3.0,8.0,5.0,6.0,8.0,0.0,2,0,3.25,2.0
Hungría,4.0,3.0,3.0,2.0,5.0,3.0,3.0,3.0,4.0,6.0,5.0,10.0,3.0,5.0,2.0,6.0,1.0,3.0,6.0,6.0,2,0,4.75,1.5
Hungría,6.0,6.0,6.0,2.0,10.0,3.0,8.0,8.0,7.0,7.0,7.0,8.0,4.0,7.0,4.0,9.0,4.0,4.0,6.0,6.0,2,0,0.25,1.5
Hungría,4.0,6.0,5.0,1.0,6.0,3.0,6.0,5.0,5.0,6.0,6.0,6.0,4.0,5.0,3.0,8.0,4.0,5.0,8.0,4.0,2,0,7.75,0.5
Hungría,7.0,8.0,6.0,1.0,4.0,3.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,6.0,8.0,6.0,6.0,7.0,7.0,7.0,2,0,1.75,0.5
Hungría,8.0,9.0,8.0,1.0,1.0,2.0,7.0,5.0,3.0,9.0,6.0,8.0,6.0,6.0,6.0,9.0,5.0,5.0,8.0,9.0,2,0,4.75,0.5
Hungría,4.0,1.0,4.0,2.0,5.0,3.0,1.0,2.0,0.0,2.0,4.0,3.0,1.0,3.0,1.0,7.0,1.0,1.0,9.0,8.0,2,1,1.75,1.5
Hungría,5.0,5.0,5.0,1.0,5.0,4.0,8.0,8.0,5.0,8.0,7.0,7.0,5.0,7.0,5.0,8.0,5.0,5.0,8.0,0.0,2,0,13.5,2.25
Hungría,6.0,6.0,3.0,1.0,5.0,2.0,7.0,7.0,7.0,3.0,5.0,5.0,5.0,5.0,5.0,8.0,7.0,6.0,5.0,5.0,2,0,12.25,0.5
Hungría,5.0,4.0,4.0,3.0,7.0,4.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,4.0,3.0,7.0,3.0,2,0,2.0,0.25
Hungría,6.0,7.0,8.0,1.0,5.0,4.0,2.0,0.0,0.0,5.0,4.0,5.0,0.0,4.0,0.0,5.0,5.0,5.0,8.0,0.0,2,0,9.0,8.25
Hungría,5.0,3.0,3.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,7.0,7.0,2.0,5.0,2.0,8.0,2.0,3.0,6.0,7.0,2,0,10.5,0.75
Hungría,8.0,7.0,8.0,1.0,3.0,3.0,4.0,6.0,5.0,7.0,6.0,7.0,7.0,6.0,7.0,5.0,7.0,6.0,6.0,2.0,2,0,3.25,0.5
Hungría,2.0,4.0,8.0,2.0,5.0,4.0,6.0,6.0,5.0,8.0,7.0,8.0,6.0,7.0,6.0,7.0,4.0,4.0,9.0,0.0,2,0,3.0,1.75
Hungría,1.0,1.0,1.0,1.0,8.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,8.0,1.0,2,0,0.25,0.5
Hungría,4.0,3.0,3.0,3.0,8.0,3.0,8.0,7.0,8.0,6.0,8.0,8.0,7.0,8.0,7.0,10.0,4.0,5.0,6.0,5.0,2,0,3.75,1.5
Hungría,6.0,6.0,5.0,2.0,6.0,2.0,7.0,6.0,7.0,6.0,7.0,8.0,5.0,6.0,5.0,7.0,7.0,6.0,7.0,7.0,2,0,4.75,0.0
Hungría,4.0,5.0,6.0,1.0,5.0,2.0,6.0,6.0,6.0,4.0,7.0,6.0,5.0,6.0,5.0,7.0,5.0,5.0,4.0,1.0,2,1,9.25,0.5
Hungría,3.0,2.0,2.0,1.0,10.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0,8.0,0.0,2,0,3.25,17.0
Hungría,8.0,8.0,7.0,1.0,8.0,2.0,7.0,6.0,7.0,7.0,7.0,7.0,5.0,6.0,5.0,8.0,7.0,5.0,7.0,0.0,2,0,4.75,2.0
Hungría,7.0,6.0,4.0,1.0,5.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,3.0,9.0,0.0,0.0,9.0,0.0,2,0,1.5,14.25
Hungría,4.0,4.0,6.0,1.0,6.0,3.0,4.0,4.0,3.0,10.0,6.0,3.0,2.0,4.0,4.0,9.0,6.0,7.0,9.0,1.0,2,0,0.25,2.0
Hungría,5.0,5.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0,7.0,5.0,5.0,2.0,0.0,5.0,10.0,5.0,5.0,9.0,0.0,2,0,12.25,11.0
Hungría,8.0,7.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,5.0,2.0,8.0,3.0,2.0,2.0,9.0,4.0,2.0,5.0,3.0,2,0,3.25,2.0
Hungría,2.0,2.0,2.0,1.0,9.0,3.0,8.0,9.0,7.0,5.0,7.0,4.0,5.0,5.0,6.0,6.0,3.0,1.0,8.0,1.0,2,0,4.75,0.5
Hungría,4.0,3.0,5.0,3.0,7.0,2.0,7.0,7.0,7.0,5.0,3.0,5.0,2.0,3.0,2.0,3.0,5.0,5.0,7.0,2.0,2,0,8.25,0.0
Hungría,6.0,7.0,8.0,1.0,9.0,3.0,8.0,5.0,9.0,8.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,5.0,10.0,6.0,2,0,3.25,2.0
Hungría,5.0,5.0,5.0,1.0,0.0,2.0,2.0,2.0,2.0,5.0,7.0,9.0,7.0,7.0,7.0,9.0,5.0,5.0,10.0,2.0,2,0,9.25,3.5
Hungría,3.0,4.0,3.0,1.0,6.0,3.0,6.0,7.0,4.0,8.0,6.0,7.0,8.0,8.0,5.0,10.0,4.0,4.0,8.0,1.0,2,0,1.75,2.0
Hungría,6.0,7.0,6.0,2.0,4.0,1.0,5.0,4.0,6.0,4.0,5.0,4.0,6.0,4.0,6.0,5.0,5.0,6.0,6.0,6.0,2,1,6.0,0.25
Hungría,4.0,4.0,4.0,1.0,5.0,3.0,8.0,7.0,6.0,1.0,3.0,7.0,3.0,4.0,3.0,6.0,5.0,5.0,8.0,0.0,2,2,4.75,2.0
Hungría,8.0,6.0,7.0,1.0,5.0,4.0,5.0,5.0,5.0,8.0,5.0,6.0,0.0,5.0,0.0,8.0,5.0,7.0,9.0,6.0,2,6,10.5,3.75
Hungría,8.0,5.0,5.0,1.0,6.0,4.0,9.0,7.0,3.0,7.0,4.0,7.0,5.0,3.0,6.0,5.0,5.0,8.0,7.0,6.0,2,0,7.5,0.75
Hungría,3.0,5.0,3.0,1.0,9.0,3.0,6.0,6.0,7.0,6.0,6.0,4.0,5.0,5.0,6.0,4.0,3.0,3.0,7.0,4.0,2,0,4.75,0.5
Hungría,7.0,7.0,3.0,1.0,5.0,4.0,0.0,5.0,0.0,5.0,0.0,10.0,0.0,0.0,5.0,10.0,0.0,0.0,10.0,0.0,2,2,6.0,17.25
Hungría,2.0,3.0,2.0,1.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,7.0,8.0,8.0,7.0,2,0,7.5,0.75
Hungría,9.0,7.0,8.0,1.0,2.0,3.0,9.0,6.0,8.0,5.0,5.0,5.0,7.0,7.0,5.0,8.0,0.0,2.0,5.0,0.0,2,0,7.75,3.5
Hungría,6.0,7.0,7.0,1.0,8.0,3.0,8.0,8.0,8.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,4.0,5.0,8.0,2,0,1.75,0.5
Hungría,6.0,5.0,5.0,2.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,2,0,15.25,0.0
Hungría,4.0,3.0,2.0,1.0,8.0,4.0,4.0,7.0,4.0,3.0,3.0,3.0,3.0,0.0,3.0,2.0,1.0,1.0,3.0,1.0,2,0,0.0,2.25
Hungría,4.0,4.0,4.0,1.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,7.0,7.0,2,0,1.5,0.75
Hungría,5.0,4.0,3.0,3.0,5.0,3.0,5.0,4.0,4.0,6.0,6.0,4.0,5.0,5.0,4.0,8.0,4.0,4.0,6.0,3.0,2,0,8.25,0.0
Hungría,2.0,1.0,3.0,1.0,5.0,4.0,1.0,1.0,1.0,3.0,7.0,2.0,3.0,2.0,1.0,8.0,5.0,1.0,5.0,6.0,2,1,4.5,0.75
Hungría,2.0,2.0,2.0,2.0,0.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,8.0,2.0,2,0,0.25,1.5
Hungría,7.0,7.0,7.0,2.0,1.0,3.0,4.0,4.0,4.0,7.0,4.0,7.0,4.0,5.0,4.0,8.0,5.0,5.0,7.0,5.0,2,0,6.25,0.0
Hungría,4.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,2,0,5.25,0.0
Hungría,4.0,7.0,7.0,2.0,6.0,2.0,5.0,7.0,8.0,5.0,7.0,5.0,8.0,7.0,7.0,7.0,5.0,6.0,4.0,7.0,2,0,6.25,0.0
Hungría,7.0,8.0,8.0,1.0,2.0,3.0,5.0,5.0,5.0,8.0,5.0,7.0,5.0,5.0,5.0,7.0,5.0,5.0,7.0,2.0,2,1,13.75,0.5
Hungría,5.0,5.0,4.0,2.0,6.0,3.0,5.0,5.0,6.0,6.0,7.0,8.0,6.0,6.0,5.0,7.0,5.0,4.0,7.0,2.0,2,0,9.25,0.0
Hungría,3.0,3.0,3.0,1.0,7.0,3.0,7.0,7.0,7.0,3.0,5.0,5.0,1.0,5.0,1.0,8.0,2.0,2.0,7.0,2.0,2,0,4.75,0.5
Hungría,7.0,9.0,7.0,2.0,3.0,1.0,5.0,7.0,6.0,9.0,9.0,8.0,8.0,8.0,8.0,9.0,0.0,0.0,7.0,10.0,2,0,1.5,4.75
Hungría,1.0,3.0,2.0,1.0,10.0,2.0,8.0,8.0,9.0,8.0,7.0,9.0,8.0,9.0,7.0,9.0,1.0,2.0,7.0,2.0,2,0,0.25,2.0
Hungría,8.0,8.0,8.0,1.0,1.0,3.0,3.0,2.0,2.0,7.0,3.0,8.0,3.0,2.0,3.0,8.0,2.0,3.0,8.0,5.0,2,0,1.75,0.5
Hungría,3.0,5.0,3.0,4.0,5.0,3.0,5.0,5.0,2.0,5.0,5.0,5.0,3.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2,3,19.75,0.0
Hungría,7.0,2.0,5.0,1.0,5.0,3.0,2.0,4.0,3.0,4.0,3.0,6.0,2.0,3.0,3.0,3.0,5.0,4.0,8.0,5.0,2,0,6.25,0.5
Hungría,6.0,6.0,6.0,1.0,5.0,3.0,5.0,5.0,2.0,6.0,7.0,7.0,3.0,3.0,5.0,7.0,4.0,4.0,7.0,5.0,2,0,7.75,0.5
Hungría,6.0,7.0,4.0,2.0,5.0,2.0,4.0,5.0,4.0,6.0,3.0,6.0,3.0,3.0,6.0,6.0,6.0,4.0,9.0,2.0,2,0,3.25,0.0
Hungría,5.0,6.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,5.0,10.0,2,0,6.25,8.0
Hungría,4.0,5.0,5.0,2.0,5.0,3.0,6.0,7.0,6.0,6.0,6.0,5.0,6.0,4.0,5.0,6.0,4.0,4.0,4.0,6.0,2,0,7.75,0.0
Hungría,3.0,1.0,2.0,2.0,6.0,4.0,0.0,0.0,0.0,8.0,0.0,5.0,0.0,0.0,0.0,7.0,5.0,5.0,5.0,0.0,2,0,6.0,12.25
Hungría,4.0,5.0,4.0,1.0,10.0,1.0,7.0,5.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,7.0,6.0,2,0,15.0,2.25
Hungría,1.0,3.0,0.0,3.0,4.0,4.0,5.0,6.0,5.0,10.0,3.0,8.0,0.0,2.0,0.0,9.0,5.0,5.0,9.0,2.0,2,0,6.5,6.25
Hungría,7.0,5.0,5.0,1.0,5.0,4.0,6.0,9.0,5.0,5.0,5.0,8.0,0.0,5.0,0.0,9.0,5.0,6.0,10.0,0.0,2,5,12.0,6.75
Hungría,7.0,6.0,7.0,1.0,5.0,4.0,8.0,6.0,8.0,7.0,7.0,3.0,0.0,5.0,0.0,2.0,4.0,6.0,9.0,2.0,2,3,3.0,3.75
Hungría,6.0,6.0,7.0,1.0,8.0,1.0,7.0,6.0,6.0,7.0,7.0,8.0,8.0,8.0,5.0,8.0,7.0,8.0,7.0,8.0,2,0,1.5,0.75
Hungría,4.0,4.0,6.0,2.0,6.0,3.0,8.0,7.0,7.0,5.0,6.0,8.0,5.0,7.0,5.0,8.0,5.0,5.0,7.0,5.0,2,2,9.25,0.0
Hungría,4.0,4.0,4.0,1.0,7.0,3.0,6.0,5.0,5.0,5.0,6.0,7.0,2.0,6.0,2.0,6.0,5.0,6.0,6.0,1.0,2,0,6.25,0.5
Hungría,7.0,6.0,6.0,1.0,5.0,2.0,2.0,5.0,4.0,8.0,6.0,9.0,2.0,5.0,3.0,7.0,5.0,5.0,8.0,5.0,2,0,9.25,0.5
Hungría,5.0,3.0,3.0,2.0,5.0,3.0,5.0,3.0,5.0,3.0,6.0,6.0,3.0,4.0,2.0,5.0,5.0,4.0,7.0,1.0,2,3,9.25,0.0
Hungría,5.0,0.0,3.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,5.0,5.0,4.0,5.0,0.0,2,0,9.25,14.0
Hungría,2.0,3.0,5.0,1.0,5.0,3.0,7.0,7.0,5.0,2.0,5.0,8.0,5.0,8.0,3.0,8.0,3.0,5.0,7.0,8.0,2,1,9.25,0.5
Hungría,8.0,7.0,8.0,1.0,8.0,4.0,3.0,1.0,3.0,8.0,7.0,8.0,2.0,3.0,3.0,9.0,8.0,8.0,8.0,2.0,2,0,0.0,0.75
Hungría,4.0,5.0,6.0,1.0,10.0,3.0,9.0,8.0,8.0,6.0,7.0,8.0,7.0,5.0,7.0,5.0,3.0,4.0,7.0,7.0,2,1,4.75,2.0
Hungría,5.0,5.0,5.0,1.0,7.0,3.0,2.0,7.0,3.0,4.0,5.0,6.0,6.0,7.0,7.0,5.0,8.0,8.0,9.0,9.0,2,3,7.75,0.5
Hungría,3.0,5.0,7.0,1.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,2.0,5.0,1.0,3.0,3.0,0.0,2,0,9.0,2.25
Hungría,5.0,5.0,5.0,1.0,8.0,4.0,8.0,6.0,7.0,5.0,8.0,8.0,5.0,5.0,5.0,10.0,0.0,2.0,8.0,0.0,2,0,10.5,5.25
Hungría,5.0,3.0,4.0,1.0,6.0,4.0,1.0,6.0,3.0,5.0,3.0,4.0,3.0,3.0,1.0,4.0,3.0,5.0,8.0,5.0,2,0,6.0,0.75
Hungría,6.0,7.0,7.0,1.0,8.0,4.0,6.0,4.0,6.0,5.0,5.0,4.0,6.0,6.0,5.0,5.0,6.0,6.0,9.0,7.0,2,0,6.0,0.75
Hungría,2.0,5.0,7.0,2.0,10.0,2.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,5.0,5.0,7.0,0.0,2,0,4.75,3.0
Hungría,8.0,6.0,7.0,2.0,1.0,3.0,2.0,3.0,3.0,6.0,4.0,7.0,2.0,2.0,3.0,5.0,5.0,6.0,7.0,3.0,2,0,3.25,0.0
Hungría,0.0,6.0,5.0,2.0,7.0,1.0,8.0,9.0,9.0,1.0,6.0,6.0,7.0,9.0,7.0,6.0,7.0,8.0,6.0,5.0,2,0,3.0,1.75
Hungría,7.0,4.0,8.0,1.0,5.0,4.0,6.0,8.0,8.0,5.0,7.0,6.0,1.0,7.0,7.0,5.0,7.0,7.0,7.0,2.0,2,1,4.5,0.75
Hungría,5.0,5.0,5.0,1.0,5.0,4.0,5.0,5.0,5.0,0.0,3.0,4.0,0.0,0.0,0.0,4.0,5.0,5.0,8.0,0.0,2,1,13.5,8.25
Hungría,5.0,5.0,7.0,1.0,5.0,2.0,3.0,6.0,3.0,6.0,6.0,9.0,5.0,5.0,5.0,10.0,5.0,5.0,7.0,7.0,2,1,12.25,2.0
Hungría,8.0,8.0,8.0,1.0,3.0,3.0,4.0,4.0,4.0,7.0,5.0,7.0,4.0,5.0,4.0,7.0,5.0,5.0,8.0,4.0,2,0,6.25,0.5
Hungría,9.0,3.0,3.0,1.0,5.0,2.0,8.0,5.0,10.0,4.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,9.0,8.0,2,0,6.25,2.0
Hungría,6.0,8.0,0.0,2.0,10.0,4.0,9.0,10.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,1.0,5.0,10.0,5.0,2,0,12.0,6.25
Hungría,6.0,3.0,5.0,1.0,6.0,3.0,0.0,1.0,0.0,5.0,1.0,5.0,1.0,1.0,0.0,7.0,5.0,5.0,8.0,0.0,2,0,7.75,6.5
Hungría,8.0,6.0,6.0,1.0,3.0,3.0,5.0,4.0,8.0,5.0,9.0,8.0,5.0,5.0,6.0,7.0,5.0,7.0,6.0,7.0,2,0,7.75,0.5
